scorer,DLC_resnet50_BehaviorJul7,DLC_resnet50_BehaviorJul7,DLC_resnet50_BehaviorJul7
85,0.15047449877390098,-1.2083035156593327,0.99
86,0.15763455844094396,-0.18716554786386091,0.99
87,0.19495509241218734,1.2762639878735544,0.99
88,-0.024129110454973405,0.37120676347005876,0.99
89,0.5106006904103135,0.01823099713711716,0.99
90,-0.7956551338258075,-0.019530389467102203,0.99
91,1.399417926653883,-0.7136288932044673,0.99
92,-0.2365373833685352,-0.5439834133726836,0.99
93,-1.3115491378986817,0.42737604547079716,0.99
94,0.18807335699177305,-1.3853605184444944,0.99
95,-0.851180482447485,0.5930540502830212,0.99
96,0.665334534508875,-0.38850706711885274,0.99
97,2.2096055760423776,0.8255570748695653,0.99
98,-0.7865720915578501,0.9610934572320835,0.99
99,0.3323723332239848,-1.6730840125057405,0.99
100,-1.7555055887046276,-0.5815807632272181,0.99
101,0.4539052294413472,-0.8555276879406237,0.99
102,-0.8857137997996896,-1.812727965073143,0.99
103,-0.6248346184344822,-1.0325332762094106,0.99
104,-1.101286489839828,2.44125584526534,0.99
105,0.7321512260547355,0.6095098962124401,0.99
106,1.0073043574732625,1.917287968605754,0.99
107,0.023385214658507663,0.8290984400183357,0.99
108,-0.8644267053357196,-0.7418431610084755,0.99
109,1.5895230361038624,-0.381771196674043,0.99
110,-0.7504101277546562,0.5884361802403073,0.99
111,-2.162032299927439,0.4375062034730363,0.99
112,0.4583890099570684,-0.5773420157083338,0.99
113,-1.1047746736415167,-1.509993170579207,0.99
114,0.9886087934991747,3.287761187388739,0.99
115,-0.38113769667341885,-0.14114967234280568,0.99
116,0.6037132405441962,-0.32573889318261995,0.99
117,1.401500346552158,0.11333446390530184,0.99
118,-1.208858864620722,-0.24272858931102906,0.99
119,-0.5659371308924055,0.12272890770548392,0.99
120,-0.07567107265706344,1.2869472861164193,0.99
121,1.5375513190343435,-0.12454847968642378,0.99
122,-0.6583827179404454,-1.1627104393277614,0.99
123,-0.5945036959490072,-0.16164379447861094,0.99
124,0.4781405755558084,-0.4644017814099108,0.99
125,-0.5772287257105709,1.4238989372468513,0.99
126,0.15252588289761657,1.1711190647375707,0.99
127,-1.5515374209681267,0.10752500043079882,0.99
128,2.2143299425565965,-1.2787358548192564,0.99
129,-1.3477092303094034,-1.2258922634399458,0.99
130,-0.32175270399020833,0.015123261584553639,0.99
131,-0.032481035842094615,0.3363229693212808,0.99
132,1.9126881343567956,-0.3746228193260549,0.99
133,-1.32484578093274,-0.48016958420723416,0.99
134,1.9837041354787512,-0.5927992331786469,0.99
135,0.7571768211020226,-0.023393960243946223,0.99
136,0.4170953244232462,-2.382762352073065,0.99
137,-0.9846336870179557,-1.1013266287697099,0.99
138,0.5711412420380737,-0.6270508454473505,0.99
139,-0.7234866224198,1.2075031949519204,0.99
140,1.2666612531984123,-0.8138136419289291,0.99
141,-0.9710620291077331,0.18046814183120644,0.99
142,-0.11315849445608393,0.22654275093099605,0.99
143,-0.5552730880131714,1.2979165056607622,0.99
144,-0.9875229624269946,1.2625774069641502,0.99
145,0.7413198169079143,-0.05750296879491637,0.99
146,0.5354587474096335,-0.47548474118944284,0.99
147,1.2090101989009971,-0.6638331028256903,0.99
148,-1.7798751082081674,-0.2410632224657809,0.99
149,1.0641707023410438,-0.43403335432359996,0.99
150,2.505448905356894,0.553627409358232,0.99
151,-0.4516410891769469,0.4203098174852043,0.99
152,1.8951486121089698,0.5918011911450157,0.99
153,-0.2631612720598266,1.2592837114361684,0.99
154,-1.372409737561307,1.862869121400177,0.99
155,-0.3056324424067956,0.12466339340755687,0.99
156,1.048203967675276,1.0994637713956532,0.99
157,-0.8381764823315314,-0.35166018383421516,0.99
158,-0.6003386590064871,1.185006983583016,0.99
159,0.5935394322931908,1.0615091571758444,0.99
160,0.003060116738572855,1.0084159699429913,0.99
161,0.5846229524867408,0.09406984119152385,0.99
162,0.23782954075833587,-0.6683581639908888,0.99
163,0.47962531955157295,-1.3945284378654765,0.99
164,-0.4323011858095411,-0.04003720752109928,0.99
165,0.23173094203039254,1.533012542249183,0.99
166,-0.9273730056959336,-0.3098449013640731,0.99
167,1.2884336225033886,0.7851265854600545,0.99
168,-0.6342747168173137,0.8439514005189311,0.99
169,1.1288474875493895,-0.28368622092717277,0.99
170,-0.2336069609828654,1.3163448375195195,0.99
171,0.20199901075732124,-2.9086607444805037,0.99
172,-0.4949645508907007,-1.222750278738175,0.99
173,-1.015995431168029,-0.9156322963584598,0.99
174,-1.7447603876053015,-0.8197150228673898,0.99
175,-1.0553241585924595,0.3362629511858955,0.99
176,-0.3239088532159216,0.29003780305390187,0.99
177,0.2118791788288839,0.3939905721750079,0.99
178,1.0103793132832635,0.5960814941324868,0.99
179,-0.4457574597968489,-0.9501045691456491,0.99
180,-0.8819607642671741,-1.218176066807319,0.99
181,-1.4427147860027125,0.39631968200786294,0.99
182,0.4800636179041039,-0.6302320736464391,0.99
183,1.3831945153293432,-1.5704750453679706,0.99
184,1.2663302679562887,0.9713442845414815,0.99
185,0.7099327481472374,1.3951019065022976,0.99
186,0.638543317267599,1.5571608896986593,0.99
187,1.697623779709341,0.18700772147472028,0.99
188,0.3320814614168105,0.6259320959729026,0.99
189,0.6461296760241716,1.3698682233619108,0.99
190,-0.3207838618519991,-0.6414157900234342,0.99
191,-1.3620433708547575,1.110677684054092,0.99
192,-0.6838489004995763,0.2753962341432087,0.99
193,-0.009159038534655271,0.913711652342591,0.99
194,0.06078537250130285,0.18609302087593527,0.99
195,1.9262858548553932,1.2962567097480018,0.99
196,0.0812771675910687,0.22352376254153686,0.99
197,1.178843444025644,-1.4839790594674176,0.99
198,-0.43507724157631605,1.451926632314722,0.99
199,-0.31167588576523414,-0.947530740972112,0.99
200,-1.3290076372234483,1.2530582102439143,0.99
201,-0.7423280128765718,-0.09024288144032204,0.99
202,0.5269813913637531,1.1760109851977065,0.99
203,0.007560180394133265,1.134768614866765,0.99
204,0.9429386198972337,0.43014297431537113,0.99
205,0.18125394834505026,0.5085353176271306,0.99
206,-0.3524537316377418,0.42262861719256595,0.99
207,2.1482968637869586,-2.013824756281078,0.99
208,-0.09390356871304721,0.11833021889820218,0.99
209,1.163000969705304,-1.116064176071895,0.99
210,-0.4012092065446777,0.17118714374566293,0.99
211,0.7095994793835665,-1.1429425463832155,0.99
212,0.9280156591516868,-1.184951941226075,0.99
213,0.20849197057558072,1.6049345017539018,0.99
214,-2.354482922696602,1.0694473881241897,0.99
215,0.018252460856112946,-0.004142584944154457,0.99
216,1.2304600477599754,0.1847686502490239,0.99
217,0.5274808330277304,-0.24791602574300886,0.99
218,0.4458388752292466,0.5698763759795226,0.99
219,-1.722256933957519,-0.6760543665488047,0.99
220,-0.7204550706750589,0.9937402628679574,0.99
221,0.41135763115143903,-0.25308684101411083,0.99
222,0.41038327678689207,-0.4198469958312289,0.99
223,1.2146667801329027,0.0217130184848427,0.99
224,-0.14486675514609437,-0.5911468299256105,0.99
225,0.40582408667381425,0.32868234949648295,0.99
226,0.016374241931293703,-0.5373625893134,0.99
227,-0.9869427365015568,0.4685236028188362,0.99
228,-2.2557913310947475,1.2160065389114765,0.99
229,0.43100969213007667,-0.7193216868081737,0.99
230,0.17394720841281136,-0.1305754572951713,0.99
231,-0.6181750421001689,0.4613307130354217,0.99
232,-1.6191730565158646,-0.43585735498140676,0.99
233,0.629739514408738,0.46432056082666495,0.99
234,-0.265920074195552,0.5553988606517399,0.99
235,0.5568747223681456,1.083261776294304,0.99
236,1.8640485304117584,-0.6059900460849119,0.99
237,-2.141430880319705,-0.9427752402304745,0.99
238,-0.6996008087023639,-0.30757738956374386,0.99
239,-0.20937561331191326,-0.9677523395471003,0.99
240,1.4548261741466506,0.5644982040474971,0.99
241,-1.636403019206485,-1.1617513001764113,0.99
242,1.9358610256806046,2.3330164182526882,0.99
243,0.1358559015662905,1.2959278615737506,0.99
244,-0.09600066173385824,0.012575769600314235,0.99
245,-0.19805976321890642,0.8673944929979758,0.99
246,-0.4362630321800288,-1.6368018643107916,0.99
247,1.0481167592691547,2.523373331399558,0.99
248,-1.0685207540824389,-0.5902146122004895,0.99
249,0.3454141816438536,-0.12049741389935952,0.99
250,-0.38418166570697554,-1.8559332871884366,0.99
251,-0.7621334485140979,0.4862873047408947,0.99
252,2.585975175683896,-1.1063441570771089,0.99
253,0.41905073475346005,0.1016557615660292,0.99
254,0.6132655446611438,-0.5442744329245381,0.99
255,1.1377767806686623,-1.0777439349303435,0.99
256,-1.4213499453185472,-0.8043615017626171,0.99
257,1.7522919091220317,0.2257880340855212,0.99
258,-2.5089571784950757,-1.2814909728688246,0.99
259,-0.7687664100385205,-0.7488116710235772,0.99
260,-0.45903167317890037,0.6632733812644779,0.99
261,0.5817233649705059,2.602479874874313,0.99
262,0.21871826614148773,0.47758881955300486,0.99
263,-0.16681474069839325,-0.9172616421772875,0.99
264,-0.011997344627723866,-0.367114170072311,0.99
265,-0.9780230235225682,0.03158900615257829,0.99
266,-1.4972323944841732,-0.3494249506357074,0.99
267,0.7265116223360603,0.903058166736933,0.99
268,0.6937061125361853,0.21747348301422456,0.99
269,1.5844943751570586,0.9078523849098702,0.99
270,-0.7900170968152079,-0.31444379029762937,0.99
271,0.6928152103009225,1.3255002197212566,0.99
272,-0.28370672836473176,-0.1664855842815459,0.99
273,1.1904749851934822,-0.9711898691379917,0.99
274,1.0219627766781416,2.1773203810422213,0.99
275,0.2112093992244567,-1.8249777469611168,0.99
276,-0.33953015666598657,-0.7387387253049276,0.99
277,0.9609321786082614,-0.6270278518303946,0.99
278,0.6469045232565656,2.5083062730565633,0.99
279,-0.6844404020861823,1.8068588841465116,0.99
280,-1.327798673479431,1.4939281436421976,0.99
281,-0.2885329006817962,-0.3306586623763318,0.99
282,1.515413815348209,2.426178003841775,0.99
283,1.1464871587330383,0.3683520038409712,0.99
284,-1.1123274696705807,0.9772633703031223,0.99
285,-1.167757415899921,0.17969538110620695,0.99
286,1.2746838496794863,-0.04946657132325152,0.99
287,-1.135635904757829,-0.25177867392637926,0.99
288,0.509295323642008,-0.20963999341916223,0.99
289,-0.6160712153363238,0.6084916486780788,0.99
290,1.6170449245216825,0.367199798775388,0.99
291,-0.7704247991378789,-0.031471370203683895,0.99
292,1.1433615302058282,1.5095239926988544,0.99
293,0.18485865406036467,-2.9667530687407306,0.99
294,0.2521948542342868,0.5098872479211952,0.99
295,-1.9703085813514014,0.7177387066589797,0.99
296,-2.2029133532057186,1.1469628682551696,0.99
297,-0.22056594026731396,-0.06487144105336112,0.99
298,0.24690606341661173,0.2079200673839576,0.99
299,-1.1251978277377233,0.9859483833147212,0.99
300,-1.0886934104763422,1.49116640428018,0.99
301,0.561472629826133,-0.3005359851787682,0.99
302,0.5628544804571306,0.26697578312756015,0.99
303,-0.13774106038792705,1.6785739643487572,0.99
304,0.780201721186075,-2.124027075878851,0.99
305,-1.1742022957201466,-0.6900125998145852,0.99
306,-0.3559349170869707,1.4658359786029627,0.99
307,1.6478776057836733,1.092537833608303,0.99
308,0.0683221299398179,0.5224452109266943,0.99
309,0.12631251458700002,-0.44859687310912016,0.99
310,2.3059465859677397,-0.8818184989854194,0.99
311,-1.3993421658487708,-0.5912156192423738,0.99
312,0.7964303666421104,1.5480082208186925,0.99
313,1.6639862798080995,-0.6284426891553463,0.99
314,-0.3248579264985461,0.10142296423965785,0.99
315,0.8596307868548461,-0.7537076448617458,0.99
316,-0.9820194972109048,0.842774030099027,0.99
317,-0.6867323955673516,-0.5387262803464412,0.99
318,0.3849664160476343,-0.09759389015441426,0.99
319,0.7985666731105902,-1.6833821330428256,0.99
320,1.1209365124062458,-1.6133682362049397,0.99
321,1.569628586939493,0.007673193321506307,0.99
322,-0.06744655855518213,-1.325157155197762,0.99
323,1.1936117551725878,2.1050866393345022,0.99
324,-0.3423048434491489,-2.0615231121122495,0.99
325,0.9020913115882678,-0.8001752986641041,0.99
326,0.20748879785218177,0.01670086726755042,0.99
327,0.4456779070819239,-0.3651329377957845,0.99
328,0.42350787402203743,-1.104145456663919,0.99
329,-1.6047050097978122,-0.957927839495268,0.99
330,-1.1241218588607733,-0.9906540774992385,0.99
331,0.10254143981752241,-0.2867216948200629,0.99
332,-1.6872790796411685,1.9519290895174237,0.99
333,0.8312111031997558,0.0779372965582097,0.99
334,0.8715559662881419,1.182900489387524,0.99
335,0.32717055287779023,0.5069763458281417,0.99
336,-1.1211340127579221,1.1138623979822202,0.99
337,1.3801389388685148,-2.7999643025935854,0.99
338,2.037210639718358,-0.30445802114822945,0.99
339,0.14707682744597397,1.3071354231507137,0.99
340,0.5105353784512363,-0.5717358227493337,0.99
341,0.20173865479604391,1.7624731648696121,0.99
342,0.5303691889987989,1.4838901537677616,0.99
343,-0.119558756626396,-0.4691307161274624,0.99
344,-0.034564239843803336,-0.5031635190463567,0.99
345,0.9057176004973654,-1.0136058423544687,0.99
346,2.3456241618964406,-0.6295942318637977,0.99
347,-1.4000712344017388,-1.2325890641689152,0.99
348,-0.10381248440296688,0.4288111804330056,0.99
349,-1.1804604852320821,-1.4560464933464334,0.99
350,1.5920248985760834,0.6037330161902218,0.99
351,-0.5877379693198984,0.6280786969002486,0.99
352,-1.443200793785794,-1.6612044051839225,0.99
353,0.6381869988485734,1.5498186063283395,0.99
354,1.7443111147431112,0.5136092944152219,0.99
355,0.6635978685607627,0.749698021444869,0.99
356,0.20479787728191737,-0.758665201542772,0.99
357,0.4091409227759942,0.6223791184731184,0.99
358,1.4148406628255548,1.1263934497220656,0.99
359,-0.8741992700141499,-0.09860839900467729,0.99
360,-0.111847104086313,2.001922459248361,0.99
361,-0.45269014850953365,0.04406463491293769,0.99
362,-1.1678653072917102,1.1407858004524745,0.99
363,-0.3283752594168024,0.293008807258655,0.99
364,1.1077210959824486,0.5855215328568677,0.99
365,0.5666021483927255,-1.671332267634772,0.99
366,0.6443105001082005,0.37105373821536314,0.99
367,0.1464756116533182,-0.734975101257266,0.99
368,0.5233237827285886,-0.8463983057776877,0.99
369,-0.8005903423481054,1.7441031844659785,0.99
370,-0.3095098859272293,-0.2137702480623489,0.99
371,0.19200423696867674,-1.0033018309754966,0.99
372,0.27751585888189023,-0.3591316281088747,0.99
373,0.320187854921873,-1.3004502289219138,0.99
374,-0.13833528201637801,1.43388446819627,0.99
375,-0.37742340113033,-0.695680744166515,0.99
376,3.157771283044298,0.5292999339436693,0.99
377,0.9067872729323987,1.3561067142103251,0.99
378,0.4131474759526224,-0.5001526812147293,0.99
379,-0.23320849820639397,0.532022432272786,0.99
380,-0.45121882694387627,-1.03008605490443,0.99
381,-0.1308005937269556,2.445769569113684,0.99
382,0.2928288435866834,0.9363801346166222,0.99
383,-1.880435544063081,-0.19260643876080602,0.99
384,-1.5693895953746837,-0.7728337308889638,0.99
385,-0.6368823889389575,-0.11399655283962636,0.99
386,0.20713943677856853,-0.3399837223515192,0.99
387,-0.23927314715185138,1.9529445539995067,0.99
388,1.4781212260994843,-1.2255347222149022,0.99
389,-1.4823967869957688,0.13480142329020342,0.99
390,-0.7513454696033703,-0.01833806663370996,0.99
391,1.5200917409911012,-0.11741030034486948,0.99
392,0.13111932467514684,-0.10861665493834241,0.99
393,0.8848425828011585,-0.11607081012048345,0.99
394,2.0512469432694633,0.8730660663320997,0.99
395,-0.6938044179018226,0.6089844464924351,0.99
396,-0.09931433779203207,0.4189116113727865,0.99
397,-0.2724269009308716,-3.033989362145269,0.99
398,-1.9545930044832756,0.2997948741631638,0.99
399,-0.31039680375596906,-1.6556393601700825,0.99
400,0.8810621873806654,0.6463201631358254,0.99
401,0.5405895418122408,1.4744973675705146,0.99
402,0.6190831693880101,-0.9262391125885509,0.99
403,-0.3755089806394995,-0.2617807223427068,0.99
404,-0.6560972360056414,-0.599355705052997,0.99
405,1.2692556718986205,1.2354317757568007,0.99
406,-0.49731714635766955,0.09502788527207305,0.99
407,0.2940820387932141,1.7283293805663333,0.99
408,0.16333468067753845,0.4137542029473876,0.99
409,1.4617170162571183,0.24245018063581938,0.99
410,0.9714123576723597,0.06820678260283634,0.99
411,-1.2952586206671208,0.8179920992573367,0.99
412,-1.18755316677504,-1.7376861982453433,0.99
413,0.5789098180691342,0.08534395552050993,0.99
414,-0.06433764737916652,-0.07004644372796487,0.99
415,-0.4551717839537639,0.7254188271577663,0.99
416,1.0156278839944708,-0.18770160587403686,0.99
417,0.18745938208891083,-1.03873443416267,0.99
418,0.05245738688944395,0.007350674919699149,0.99
419,0.7798286407550497,-1.0828405288683434,0.99
420,-0.3751089949435645,-1.9252622125874854,0.99
421,1.568518985472554,0.727122481485493,0.99
422,-0.788047623233008,0.5790615726946706,0.99
423,0.6569290663420881,0.4670909439935746,0.99
424,1.4338328386598451,1.302928421945811,0.99
425,-1.3772954892721,-0.6650318903039252,0.99
426,-0.3433351758524492,-1.431114142771255,0.99
427,1.1422073928855578,-0.07002977680804456,0.99
428,1.1572445477310251,-0.34750029970591045,0.99
429,-0.17149560038823927,-0.8422957167700686,0.99
430,-0.7346710936768595,-0.07984915348779596,0.99
431,0.9559358223307622,-0.6116051462045847,0.99
432,1.1835491025816047,-1.8360052833568312,0.99
433,-1.1646633485123947,-0.4411766907937603,0.99
434,-1.2039136489663802,-1.1363751667038573,0.99
435,0.22525668198359955,0.2316480716109227,0.99
436,0.6293606334288918,-0.6560347582406549,0.99
437,-0.2990690852300547,1.1116314741410516,0.99
438,0.6792938199823493,1.6038660672678657,0.99
439,-0.7101366068373821,0.6793813730119062,0.99
440,-2.1146935990737354,-1.55102618198332,0.99
441,-0.42390107233259605,1.5051959988790395,0.99
442,0.06323214651310118,1.575720450373765,0.99
443,-0.27583995989645654,0.018790511307940762,0.99
444,-1.1586032636594852,1.322926160335532,0.99
445,-1.8156489758788175,-0.5516751380466781,0.99
446,-0.5140888043678978,-1.8662459348495894,0.99
447,0.8976557716497435,-0.7602844386215937,0.99
448,1.2561974394136823,1.729300866044756,0.99
449,1.187713384138455,-1.4910799236114731,0.99
450,-0.815909535148553,-0.0004787180685054915,0.99
451,-1.153706323630364,0.034143893340212214,0.99
452,0.49663461497989536,-0.5129742439678118,0.99
453,0.6351000115979253,-0.44352159983711503,0.99
454,0.40016960520049744,0.07224913423620272,0.99
455,-2.0140632742377633,-0.5621623419347272,0.99
456,-0.8668845848834666,-1.422058497167931,0.99
457,-0.02968879028597843,0.215031942943456,0.99
458,0.48721819463042715,1.0733665824449723,0.99
459,0.7673073626024868,0.8695725186534211,0.99
460,0.1442535222820402,-0.8097354673898115,0.99
461,0.3307838065382363,-1.2512279153776757,0.99
462,0.08486545836110417,-0.2841878821547786,0.99
463,0.685619374218483,1.567791509795664,0.99
464,0.312865651490911,0.6455980789595456,0.99
465,0.06573766004728737,0.7039646767942336,0.99
466,-0.26836879913738076,0.8898569517854946,0.99
467,0.0812914250424811,0.42076656251858635,0.99
468,0.48459137883927483,0.12060854761357863,0.99
469,0.2674753888980612,0.6623068966479679,0.99
470,0.3808264183452537,-0.5461661042180197,0.99
471,1.3427218613511853,-1.4144630113663208,0.99
472,0.2651639227465874,0.7229969346243232,0.99
473,-0.6489985204731576,1.2377381057492252,0.99
474,0.8836067859941692,-1.1182319393560314,0.99
475,-1.3661983376689177,0.8219214824159002,0.99
476,-1.0814133807392872,1.68076571338819,0.99
477,0.3358472647200691,-0.0022462017571209794,0.99
478,0.5163966677865788,-0.8180021847417462,0.99
479,-1.245051223503995,0.12301867352675562,0.99
480,-0.38281748098675,-0.5505339682007013,0.99
481,-0.6060838322196587,-0.6167301099564017,0.99
482,-0.48667632288159673,0.4331840672715425,0.99
483,0.9435977762729458,-1.603729475029895,0.99
484,0.7065054635472527,-1.4439289224922272,0.99
485,-0.019122179853707483,0.019290880373942807,0.99
486,-0.5459619271149279,-0.02230853891243121,0.99
487,-1.3496496702201406,0.343554577039936,0.99
488,1.4201849387819487,1.8752253884833885,0.99
489,0.5921139002849184,0.10451403607582113,0.99
490,-0.7066691040731404,0.5981721503347944,0.99
491,0.7195994976248915,-0.9755329356146318,0.99
492,-0.07022362057462567,0.7679376635165368,0.99
493,-0.2871095048623429,-0.5263908651106776,0.99
494,0.43521152828960236,0.07142083258109269,0.99
495,-0.741498249912725,-0.10884862506916096,0.99
496,-0.34375651951011005,1.032974234914031,0.99
497,0.12146106419954589,-1.3099765543749995,0.99
498,-0.49945119288521345,-2.2832386346150395,0.99
499,0.669085210267524,-0.2134326970879245,0.99
500,1.8690665036782608,0.4685312569051241,0.99
501,-0.7542981326071427,0.15226937580750002,0.99
502,-1.6651252963040444,1.2322042374139113,0.99
503,-2.0017401674762616,0.43737267417966835,0.99
504,-0.15046814149498222,-0.5638483318598599,0.99
505,-0.6631645901261828,-2.32542015413968,0.99
506,0.2078605010670802,-0.23731223419521827,0.99
507,0.1325976720261008,1.027959002257798,0.99
508,-1.6032168466140961,-0.3920477826671146,0.99
509,-1.814883829481406,0.028320263677764197,0.99
510,0.29593324034609525,0.42136025430670854,0.99
511,0.135428834719957,-1.0152923742498159,0.99
512,-0.42581799836655126,0.6232358966388174,0.99
513,-1.6571435851323046,1.6371217900017059,0.99
514,0.47139126276499077,-0.17281335189340627,0.99
515,1.2718995454239435,-1.1290644218323016,0.99
516,0.27798244021892227,-0.06660102702197371,0.99
517,-0.8474738905650646,-2.2243841086088687,0.99
518,0.04455216557115131,0.336903263976616,0.99
519,-1.366114080933685,0.4522743776485788,0.99
520,1.0579607138387925,1.6756362938455622,0.99
521,0.08184433452953882,-0.19399479256662508,0.99
522,-1.7681569117532319,0.40848533814647014,0.99
523,-0.3006743604436826,-0.8612881023859008,0.99
524,0.46330151023423083,-0.3564271205250787,0.99
525,-0.33304762097552243,-1.525185436662198,0.99
526,-0.2758957214401739,-0.1947896212832356,0.99
527,-1.2244022070472718,-0.30530915351856486,0.99
528,0.5665409870816561,0.299199766088896,0.99
529,-0.6484692000191374,-0.6235968803326396,0.99
530,-2.1564453770050327,0.0833453509750919,0.99
531,-0.3712573706703938,-0.33338005560766565,0.99
532,0.981149715570353,-0.33149938829951425,0.99
533,-0.3869294465999474,0.08036232596303014,0.99
534,1.7379849851235203,0.04052294231700993,0.99
535,0.42896794854851705,0.7611740390516388,0.99
536,0.3387581622803661,-0.12064303412983476,0.99
537,-0.12839826591760886,-0.34988534912300295,0.99
538,-0.06828620776429063,-0.18080744508722618,0.99
539,-0.263423635119504,-0.7146641168409925,0.99
540,-0.30226939208252646,-0.35991109356667156,0.99
541,0.5308671620671488,2.031158713073231,0.99
542,-0.9358312297905655,-0.9126787606958671,0.99
543,-1.0758938287242596,-0.2786563338793094,0.99
544,-1.1231950508753776,-0.3874886632696904,0.99
545,2.045654547677154,-0.24717161224439949,0.99
546,0.53034290167058,-0.33123930887839503,0.99
547,0.3044922016801448,0.27924010122099974,0.99
548,-1.0575146702934315,-1.7101751013917943,0.99
549,0.6233423006748285,1.0371714725320045,0.99
550,-0.1165713464533289,0.6325827996421973,0.99
551,0.21416894113175025,-1.2428715860631347,0.99
552,-0.976620315863556,-2.2690772729524014,0.99
553,0.1602688574175767,-0.9770721461414011,0.99
554,-0.4238335382064832,-0.24266646142712253,0.99
555,-0.7656111570301878,2.580291898690775,0.99
556,0.7341063358072487,0.5432569649742733,0.99
557,-1.5377078085300024,-1.8075896491814576,0.99
558,0.5647762643141506,-0.689655504900944,0.99
559,0.6844861335529963,-0.05321243627298323,0.99
